participant_id,order,preference (1-7),familiarity (1-7),relationship,post_tenure,tenure_units,human (y/n),nf_group (y/n),unrest (y/n),common_friends,race_RA_1,race_RA_2,gender,Notes,,,
6787,17,7,1,Don't know personally,1,Hours,1,0,0,62,Black or African American,,Male,KB,BP - 2 people shared a post,,
6787,18,7,1,Don't know personally,3,Hours,1,0,0,206,Hispanic,,Male,DO,,,
6787,19,7,1,Don't know personally,2,Hours,1,0,0,69,Hispanic,,Male,JT,,,
6787,20,6,4,Acquaintance,8,Hours,1,0,0,6,Hispanic,,Female,LC and JT,BP - ,,
6787,21,7,1,Don't know personally,7,Hours,1,0,0,206,Hispanic,,Male,DO,,,
6787,22,6,2,Acquaintance,5,Hours,1,0,0,,White,,Male,CRP,Friends list hidden,,
6787,23,7,1,Don't know personally,7,Hours,1,0,0,103,Black or African American,,Male,DP,,,
6787,24,5,2,Acquaintance,8,Hours,1,0,0,9,Hispanic,,Male,AH,,,
6787,25,7,4,Acquaintance,5,Hours,1,0,0,174,Hispanic,,Female,MM and LC,BP - 4 people shared a post,,
6787,26,6,7,Family,1,Hours,1,0,0,150,Hispanic,,Female,JS,,,
6787,27,1,1,Don't know personally,1,Hours,1,0,0,34,Black or African American,,Male,DF,,,
6787,28,2,6,Friend,3,Hours,1,0,0,126,Hispanic,,Male,GAF,,,
6787,29,6,6,Friend,3,Hours,1,0,0,166,Hispanic,,Female,MI,BP - 2,,
6787,30,7,1,Don't know personally,2,Hours,1,0,0,58,Hispanic,,Female,bp - 2,,,
3550,1,3,1,Don't know personally,1,Hours,1,1,0,0,Black or African American,,Male,,,,
3550,2,1,1,Don't know personally,13,Hours,1,1,0,0,Asian,,Female,,,,
3550,3,3,1,Don't know personally,3,Days,1,1,0,0,White,,Female,,,,
3550,4,2,4,Acquaintance,1,Hours,1,0,0,10,White,,Female,,,,
3550,5,1,1,Don't know personally,7,Hours,1,1,0,0,White,,Male,,,,
3550,6,4,1,Don't know personally,1,Days,1,1,0,0,White,,Female,,,,
3550,7,2,,,19,Hours,0,0,0,0,,,,,,,
3550,8,3,,,23,Hours,0,0,0,0,,,,,,,
3550,9,2,1,Don't know personally,2,Hours,1,1,0,0,Asian,,Female,,,,
3550,10,1,1,Don't know personally,2,Hours,1,1,0,0,White,,Female,,,,
3550,11,2,,,3,Hours,0,0,0,0,,,,,,,
3550,12,6,,,6,Hours,0,0,0,0,,,,,,,
3550,13,3,,,1,Days,0,0,0,0,,,,,,,
3550,14,3,,,1,Days,0,0,0,0,,,,,,,
3550,15,2,,,1,Days,0,0,0,0,,,,,,,
3550,16,1,1,Don't know personally,3,Days,1,1,0,0,Hispanic,,Female,,,,
3550,17,4,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
3550,18,1,1,Don't know personally,1,Days,1,1,0,0,Hispanic,,Female,,,,
3550,19,3,,,2,Days,0,0,0,0,,,,,,,
3550,20,3,1,Don't know personally,1,Days,1,1,0,0,Hispanic,,Male,,,,
3550,21,4,,,4,Days,0,0,0,0,,,,,,,
3550,22,2,,,3,Days,1,1,0,0,Black or African American,,Female,,,,
3550,23,5,4,Acquaintance,2,Days,1,0,0,4,White,,Female,,,,
3550,24,1,1,Don't know personally,19,Hours,1,1,0,0,Black or African American,,Male,,,,
3550,25,2,1,Don't know personally,12,Hours,1,1,0,0,Black or African American,,Male,,,,
3550,26,1,1,Don't know personally,1,Days,1,1,0,0,Hispanic,,Male,,,,
3550,27,2,1,Don't know personally,13,Hours,1,1,0,0,Asian,,Male,,,,
3550,28,1,1,Don't know personally,8,Hours,1,1,0,0,White,,Female,,,,
3550,29,1,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
3550,30,2,1,Don't know personally,1,Days,1,1,0,0,White,,Female,,,,
1755,1,5,6,Friend,50,Minutes,1,0,0,5,Hispanic,,Male,,,,
1755,2,6,,,22,Hours,0,0,0,0,,,,,,,
1755,3,5,6,Friend,55,Minutes,1,0,0,5,Hispanic,,Male,,,,
1755,4,6,,,6,Hours,0,0,0,0,,,,,,,
1755,5,2,,,1,Hours,0,0,0,0,,,,,,,
1755,6,5,,,2,Days,0,0,0,0,,,,,,,
1755,7,4,,,2,Days,0,0,0,0,,,,,,,
1755,8,1,,,2,Days,0,0,0,0,,,,,,,
1755,9,1,,,19,Hours,0,0,0,0,,,,,,,
1755,10,7,,,1,Days,0,0,0,0,,,,,,,
1755,11,7,,,2,Days,0,0,0,0,,,,,,,
1755,12,7,,,18,Hours,0,0,0,0,,,,,,,
1755,13,7,,,2,Days,0,0,0,0,,,,,,,
1755,14,7,,,1,Days,0,0,0,0,,,,,,,
1755,15,1,,,21,Minutes,0,0,0,0,,,,,,,
1755,16,2,7,Friend,17,Hours,1,0,0,32,Hispanic,,Female,,,,
1755,17,5,,,3,Days,0,0,0,0,,,,,,,
1755,18,4,,,4,Hours,0,0,0,0,,,,,,,
1755,19,7,,,19,Minutes,0,0,0,0,,,,,,,
1755,20,2,7,Friend,34,Minutes,1,0,0,32,Hispanic,,Female,,,,
1755,21,6,6,Friend,2,Days,1,0,0,26,Hispanic,,Female,,,,
1755,22,2,7,Friend,15,Hours,1,0,0,32,Hispanic,,Female,,,,
1755,23,2,7,Friend,16,Hours,1,0,0,32,Hispanic,,Female,,,,
1755,24,,,,2,Days,1,0,0,,Hispanic,,Female,,,,
1755,25,,,,,,,,,,,,,,,,
1755,26,,,,,,,,,,,,,,,,
1755,27,,,,,,,,,,,,,,,,
1755,28,,,,,,,,,,,,,,,,
1755,29,,,,,,,,,,,,,,,,
1755,30,,,,,,,,,,,,,,,,
8735,1,6,5,Acquaintance,42,Minutes,1,0,0,7,White,,Female,,,,
8735,2,7,4,Acquaintance,8,Minutes,1,0,0,18,White,,Female,,,,
8735,3,3,3,Acquaintance,1,Hours,1,0,0,2,White,,Female,,,,
8735,4,5,6,Friend,38,Minutes,1,0,0,119,White,,Male,,,,
8735,5,7,4,Acquaintance,25,Minutes,1,0,0,17,White,,Female,,,,
8735,6,2,6,Friend,50,Minutes,1,0,0,119,White,,Female,,,,
8735,7,4,3,Acquaintance,45,Minutes,1,0,0,4,White,,Female,,,,
8735,8,5,2,Acquaintance,4,Hours,1,0,0,12,White,,Female,,,,
8735,9,6,5,Acquaintance,1,Hours,1,0,0,0,White,,Female,,,,
8735,10,7,4,Acquaintance,1,Hours,1,0,0,2,White,,Male,,,,
8735,11,7,1,Acquaintance,5,Minutes,1,1,0,0,White,,Female,,,,
8735,12,7,4,Acquaintance,6,Minutes,1,0,0,25,White,,Female,,,,
8735,13,2,6,Friend,1,Hours,1,0,0,119,White,,Male,,,,
8735,14,2,4,Acquaintance,2,Hours,1,0,0,3,White,,Female,,,,
8735,15,6,3,Acquaintance,2,Hours,1,0,0,43,White,,Female,,,,
8735,16,6,4,Acquaintance,4,Hours,1,0,0,24,White,,Male,,,,
8735,17,6,5,Acquaintance,1,Hours,1,0,0,3,White,,Female,,,,
8735,18,4,5,Acquaintance,2,Hours,1,0,0,10,White,,Female,,,,
8735,19,4,5,Acquaintance,4,Minutes,1,0,0,24,White,,Female,,,,
8735,20,7,6,Friend,2,Hours,1,0,0,50,White,,Female,,,,
8735,21,5,4,Acquaintance,1,Hours,1,0,0,2,White,,Female,,,,
8735,22,7,3,Acquaintance,2,Hours,1,0,0,27,White,,Male,,,,
8735,23,7,6,Friend,3,Hours,1,0,0,12,White,,Female,,,,
8735,24,2,2,Don't know personally,11,Minutes,1,0,0,13,White,,Male,,,,
8735,25,6,5,Acquaintance,4,Minutes,1,0,0,3,White,,Female,,,,
8735,26,7,4,Acquaintance,4,Hours,1,0,0,13,White,,Female,,,,
8735,27,7,2,Don't know personally,2,Hours,1,0,0,4,White,,Female,,,,
8735,28,6,4,Acquaintance,2,Days,1,0,0,11,White,,Female,,,,
8735,29,3,3,Acquaintance,5,Days,1,0,0,29,White,,Female,,,,
8735,30,6,3,Acquaintance,56,Minutes,1,0,0,23,White,,Female,,,,
